index,question,provided answer,expected true answer,response details
1966,"Selina is selling some of her old clothes to a second-hand store. They will buy her pants for $5 each, her shorts for $3 each, and her shirts for $4 each. She sells 3 pairs of pants, 5 pairs of shorts, and some shirts. After she gets her money, she sees 2 shirts that she likes which cost $10 each and buys them. She leaves the store with $30. How many shirts did she sell to the store?","Explanation: 

Let, 
the number of shirts she sold be 'x'.

So according to the question, 

Total Money received = Money from selling clothes - Cost of two shirts she likes. 

so, 

15x + 15 = (5*3) + (3*5) + (4*x) - 2*10

15x + 15 = 15 + 12 + 4x

Rearranging the terms we get,

11x = 12

Thus,

 x = 12/11 

Hence, Selina sold 1 shirt(approx.) to the store.

Final Answer: 1, With a Confidence of 100%.",5,"{""final answer"": null, ""confidence"": ""100""}"
1974,"Kathleen receives a weekly allowance for completing all of her chores. During middle school, her allowance was $2 more than $8 but during her senior year,  her allowance was $5 more than twice her middle school allowance. What is the percentage increase in Kathleen's weekly allowance?","Explanation: 

Let's assume that Kathleen's middle school allowance is 'x'.
According to the problem, we know that her senior year allowance is $5 more than twice her middle school allowance (2x+5).

Now, to calculate the percentage increase in Kathleen's weekly allowance from middle school to senior year, we need to use the following formula:
Percentage Increase = ((Difference in Allowances) / (Middle School Allowance)) x 100

So to find the difference in allowances, we will subtract Kathleen's middle school allowance from her senior year allowance: 

(2x + 5) - (x + 2) = x + 3

Therefore, the percentage increase in Kathleen's weekly allowance is:

((x+3) / x) x 100

Simplifying this expression, we get:

Percentage Increase = 100 + (300 / x)

Since we do not know the exact value of 'x', we cannot determine the exact percentage increase. However, we can make an educated guess based on the information given in the problem:

- We know that Kathleen's middle school allowance is $2 more than $8, which means it is $10.
- Her senior year allowance is $5 more than twice her middle school allowance, which means it is $25.

Using these values, we can calculate the percentage increase as follows:

Percentage Increase = 100 + (300 / 10) = 1300%

Final Answer: 1300%, with a confidence of 95%.",150,"{""final answer"": null, ""confidence"": ""95""}"
1981,"Kira wants some new music on her phone. She downloads 10 songs in the morning. Later on that day, she finds 15 more songs she likes so she downloads them, and at night a friend of hers recommends 3 more songs she also downloads. Knowing that each song has a size of 5 MB, how much memory space in MB will the new songs occupy?","Explanation: 
Kira downloads 10 songs in the morning, 15 more songs later that day, and 3 songs at night. Thus, she downloads 10 + 15 + 3 = 28 new songs.

The size of each song is 5 MB, therefore the total memory space in MB that the new songs occupy can be calculated by multiplying the number of songs by the size of each song: 
28 new songs × 5 MB per song = 140 MB

Final Answer: 140, with a Confidence of 100%",140,"{""final answer"": null, ""confidence"": ""100""}"
1982,Elijah is painting his living room and decides to buy masking tape to make his painting neater. 2 of his walls are 4 meters wide and the other 2 walls are 6 meters wide. Elijah needs enough masking tape to cover the entire width of each wall and can order the exact amount of masking tape he needs. How many meters of masking tape does Elijah need to order?,"Explanation: 
To find the total length of masking tape he needs, we need to find the sum of the lengths of all four walls. 
The length of the first two walls is 4 meters each. 
The length of the second two walls is 6 meters each. 

So, the total length of masking tape he needs = (4 + 4 + 6 + 6) meters = 20 meters

Final Answer: 20, With a Confidence of 100%.",20,"{""final answer"": null, ""confidence"": ""100""}"
1983,"Janet buys 3 pounds of broccoli for $4 a pound, 3 oranges for $0.75 each, a cabbage for $3.75, a pound of bacon for $3, and two pounds of chicken for $3 a pound. What percentage of her grocery budget did she spend on meat, rounded to the nearest percent?","Explanation: 

To find the percentage of her grocery budget that Janet spent on meat, we need to first calculate the total amount she spent on grocery and then calculate the total amount she spent on meat. 

Total amount spent on grocery:
3 pounds of broccoli at $4/pound = $12
3 oranges at $0.75 each = $2.25
1 cabbage for $3.75
1 pound of bacon for $3
2 pounds of chicken at $3/pound = $6

Total amount spent on grocery = $12 + $2.25 + $3.75 + $3 + $6 = $27

Total amount spent on meat:
1 pound of bacon for $3
2 pounds of chicken at $3/pound = $6

Total amount spent on meat = $3 + $6 = $9

Now we can calculate the percentage of Janet's grocery budget spent on meat as follows:

Percentage of grocery budget spent on meat = (Total amount spent on meat / Total amount spent on grocery) x 100%
= ($9 / $27) x 100%
= 33.33%, rounded to the nearest percent.

Final Answer: 33, with a Confidence of 100%.",33,"{""final answer"": null, ""confidence"": ""100""}"
1993,"Georgia is sick and coughs 5 times a minute.  Her brother Robert is also sick but he coughs twice as much as her.  After 20 minutes, how many times have they coughed?","Explanation: 
- Georgia coughs 5 times a minute, so in 20 minutes she coughs: 5 x 20 = 100 times
- Robert coughs twice as much as Georgia, so he coughs: 2 x 5 = 10 times a minute
- In 20 minutes Robert coughs 10 x 20 = 200 times
- Together, Georgia and Robert have coughed: 100 + 200 = 300 times

Final Answer: 300, With a Confidence of 100%.",300,"{""final answer"": null, ""confidence"": ""100""}"
2013,"There are 120 crayons in a box.  One third of the crayons are new, 20% are broken, and the rest are slightly used.  How many are slightly used?","Explanation: 

First, we need to find out how many crayons are new: 

1/3 of the crayons are new 
--> (1/3) x 120 = 40 crayons are new 

Next, we need to find out how many crayons are broken: 

20% of the crayons are broken 
--> (20/100) x 120 = 24 crayons are broken 

Now, we can find out how many crayons are slightly used: 

Total crayons - new crayons - broken crayons = slightly used crayons 
--> 120 - 40 - 24 = 56 crayons are slightly used 

Final Answer: 56, With a Confidence of 100%",56,"{""final answer"": null, ""confidence"": ""100""}"
2028,"Eliza buys 200 ornamental rings to sell in their local shop, twice the number of the remaining stock. After selling 3/4 of the total stock, her mother buys 300 more ornamental rings, and after three days, sells 150. What's the total number of ornamental rings remaining in the store?","Explanation:
- Let ""x"" be the remaining stock before Eliza buys 200 rings. 
- Eliza bought twice the amount of the remaining stock, so she bought 2x rings. 
- The total amount of stock after Eliza's purchase is x + 2x = 3x. 
- After selling 3/4 of the stock, the remaining stock is (1-3/4)*3x = 3x/4. 
- Eliza's mother bought 300 more rings, so the total stock became 3x/4 + 300. 
- After selling 150 rings, the remaining stock is 3x/4 + 300 - 150 = 3x/4 + 150.

Final Answer: 3x/4 + 150, With a Confidence of 95%.",225,"{""final answer"": null, ""confidence"": ""95""}"
2036,"Mr. Johnson has a prescription with enough pills for 30 days. After four-fifths of the days, he has 12 pills left. How many pills is Mr. Johnson supposed to take a day if he takes the same dose daily?","Explanation: 
Let's assume that Mr. Johnson takes 'x' pills daily. 

If Mr. Johnson has enough pills for 30 days, he has a total of 30*x pills. 

After four-fifths of the days, which is 24 days (since 4/5 x 30 = 24), Mr. Johnson has 12 pills left. This means that he has already taken 30*x - 12 pills in the first 24 days. 

Now we can set up an equation and solve for x: 

30*x - 12 = 6*x 

Simplifying the equation, 

24*x = 12 

x = 12/24 = 1/2 

Therefore, Mr. Johnson takes half a pill daily. 

Final Answer: 0.5, with a Confidence of 100%.",2,"{""final answer"": null, ""confidence"": ""100""}"
2051,Mary wants to bake 10 apple pies for a charity event. Each pie needs 8 apples and she already harvested 50 apples from the trees in her garden. How many more apples does she need to buy to make all 10 pies?,"Explanation: 
To find out the number of apples Mary needs to buy, we need to first find out the total number of apples required to make 10 pies. 

Total number of apples required = Number of pies × Number of apples per pie
Total number of apples required = 10 × 8 = 80 apples

Since Mary already harvested 50 apples, we need to subtract this from the total number of apples required to find out how many more apples she needs to buy.

Number of apples Mary needs to buy = Total number of apples required - Number of apples already harvested
Number of apples Mary needs to buy = 80 - 50 = 30

Final Answer: 30, With a Confidence of 100%. Mary needs to buy 30 more apples to make all 10 pies.",30,"{""final answer"": null, ""confidence"": ""100""}"
